"transaction_id","account_id","transaction_timestamp","transaction_type","transaction_direction","currency","amount","channel","merchant_category","transaction_status"
7411,2411,2026-01-27 11:04:34.341,bank_transfer,debit,RSD,144914.97,mobile_app,,completed
7412,2412,2024-10-07 19:16:37.850,bank_transfer,debit,RSD,182230.25,mobile_app,,completed
7413,2413,2026-07-22 16:15:54.000,bank_transfer,debit,RSD,196152.42,mobile_app,,completed
7414,2414,2026-05-14 07:32:23.429,salary,credit,RSD,172284.20,bank_transfer,,completed
7415,2415,2022-07-08 21:18:04.419,card_payment,debit,RSD,2698.44,pos,shopping,completed
7416,2416,2025-08-19 16:30:49.051,card_payment,debit,RSD,19983.01,pos,restaurants,completed
7417,2417,2025-10-30 17:01:27.295,bank_transfer,debit,RSD,52493.07,mobile_app,,completed
7418,2418,2025-08-30 04:39:29.652,refund,credit,RSD,28350.34,online_banking,,completed
7419,2419,2022-12-04 02:00:49.564,fee,debit,RSD,5624.62,online_banking,,completed
7420,2420,2026-06-02 09:55:53.459,card_payment,debit,RSD,12595.81,pos,restaurants,completed
7421,2421,2025-12-02 14:26:19.139,cash_withdrawal,debit,RSD,25136.50,atm,,completed
7422,2422,2025-09-06 10:10:57.258,card_payment,debit,RSD,17405.84,pos,fuel,pending
7423,2423,2026-05-31 06:33:54.368,salary,credit,RSD,183537.46,bank_transfer,,completed
7424,2424,2026-05-01 12:41:04.255,card_payment,debit,RSD,3661.95,pos,fuel,completed
7425,2425,2026-08-04 12:49:38.466,cash_withdrawal,debit,RSD,24599.91,atm,,completed
7426,2426,2026-06-14 22:53:51.798,refund,credit,RSD,1937.87,online_banking,,completed
7427,2427,2026-02-11 22:00:54.242,bank_transfer,debit,RSD,69945.03,mobile_app,,completed
7428,2428,2025-11-26 07:42:08.671,bank_transfer,debit,RSD,273125.45,mobile_app,,completed
7429,2429,2026-03-30 06:34:44.219,fee,debit,RSD,2669.90,online_banking,,completed
7430,2430,2023-08-31 21:15:23.366,bank_transfer,debit,RSD,216778.17,mobile_app,,completed
7431,2431,2025-11-27 01:06:25.261,card_payment,debit,RSD,18999.45,pos,travel,completed
7432,2432,2026-05-18 07:22:13.221,refund,credit,RSD,29839.69,online_banking,,completed
7433,2433,2022-12-30 05:53:46.131,salary,credit,RSD,284181.88,bank_transfer,,completed
7434,2434,2025-09-07 09:26:46.599,fee,debit,RSD,26999.89,online_banking,,completed
7435,2435,2026-01-24 14:36:56.543,salary,credit,RSD,210452.68,bank_transfer,,completed
7436,2436,2026-05-14 04:01:28.813,card_payment,debit,RSD,12925.53,pos,restaurants,completed
7437,2437,2026-04-15 11:44:47.955,card_payment,debit,RSD,12999.26,pos,fuel,completed
7438,2438,2026-03-06 22:20:41.270,fee,debit,RSD,26133.56,online_banking,,completed
7439,2439,2026-07-12 03:18:15.387,card_payment,debit,RSD,2137.91,pos,fuel,completed
7440,2440,2024-12-31 11:29:15.034,fee,debit,RSD,23498.43,online_banking,,completed
7441,2441,2024-05-25 10:04:31.823,refund,credit,RSD,10861.87,online_banking,,completed
7442,2442,2026-01-29 22:00:06.085,bank_transfer,debit,RSD,164862.79,mobile_app,,completed
7443,2443,2026-07-29 22:43:10.604,salary,credit,RSD,146347.92,bank_transfer,,completed
7444,2444,2026-03-15 00:17:21.204,refund,credit,RSD,5783.43,online_banking,,completed
7445,2445,2026-07-23 04:42:45.291,cash_withdrawal,debit,RSD,19625.19,atm,,pending
7446,2446,2021-11-28 01:01:08.554,bank_transfer,debit,RSD,284359.86,mobile_app,,completed
7447,2447,2024-09-20 19:55:04.140,salary,credit,RSD,260671.53,bank_transfer,,completed
7448,2448,2024-07-07 02:32:42.155,bank_transfer,debit,RSD,159283.10,mobile_app,,completed
7449,2449,2026-08-01 15:26:59.426,cash_withdrawal,debit,RSD,49633.46,atm,,completed
7450,2450,2025-09-05 10:15:48.558,salary,credit,RSD,79203.32,bank_transfer,,completed
7451,2451,2025-09-19 11:41:10.447,bank_transfer,debit,RSD,156743.08,mobile_app,,completed
7452,2452,2025-07-26 01:14:38.993,bank_transfer,debit,RSD,57872.88,mobile_app,,completed
7453,2453,2022-06-30 07:18:59.972,card_payment,debit,RSD,4744.75,pos,utilities,completed
7454,2454,2026-02-20 16:49:31.654,refund,credit,RSD,6586.69,online_banking,,completed
7455,2455,2024-09-03 12:06:07.110,salary,credit,RSD,294190.79,bank_transfer,,completed
7456,2456,2025-08-01 05:03:17.562,salary,credit,RSD,182164.54,bank_transfer,,completed
7457,2457,2026-01-09 22:33:08.632,salary,credit,RSD,275550.16,bank_transfer,,completed
7458,2458,2025-01-14 18:12:38.419,fee,debit,RSD,9142.12,online_banking,,completed
7459,2459,2024-05-07 12:16:01.357,card_payment,debit,RSD,21888.54,pos,shopping,completed
7460,2460,2024-08-22 19:15:42.580,salary,credit,RSD,99779.52,bank_transfer,,completed
7461,2461,2020-09-11 09:26:36.840,bank_transfer,debit,RSD,41878.19,mobile_app,,completed
7462,2462,2025-10-10 19:35:12.623,fee,debit,RSD,8505.11,online_banking,,completed
7463,2463,2021-10-11 19:24:47.331,cash_withdrawal,debit,RSD,11227.10,atm,,completed
7464,2464,2022-10-26 21:41:49.513,salary,credit,RSD,85122.73,bank_transfer,,completed
7465,2465,2026-04-18 03:59:27.570,salary,credit,RSD,244910.09,bank_transfer,,pending
7466,2466,2025-07-20 09:15:10.237,bank_transfer,debit,RSD,100033.85,mobile_app,,pending
7467,2467,2022-09-01 02:16:59.573,cash_withdrawal,debit,RSD,35301.66,atm,,pending
7468,2468,2026-03-22 18:19:35.876,cash_withdrawal,debit,RSD,14033.81,atm,,completed
7469,2469,2026-07-11 19:53:43.527,bank_transfer,debit,RSD,31135.30,mobile_app,,completed
7470,2470,2026-02-15 03:53:10.157,card_payment,debit,RSD,13917.58,pos,travel,completed
7471,2471,2026-06-10 23:49:43.756,card_payment,debit,RSD,29437.22,pos,utilities,completed
7472,2472,2025-08-10 14:52:51.820,cash_withdrawal,debit,RSD,23913.18,atm,,completed
7473,2473,2025-05-16 06:02:00.421,card_payment,debit,RSD,22658.40,pos,utilities,completed
7474,2474,2024-12-06 09:24:05.570,refund,credit,RSD,2942.81,online_banking,,completed
7475,2475,2021-03-28 18:24:22.110,refund,credit,RSD,8969.83,online_banking,,completed
7476,2476,2026-05-21 15:27:58.144,bank_transfer,debit,RSD,185088.73,mobile_app,,completed
7477,2477,2022-11-30 11:02:34.660,cash_withdrawal,debit,RSD,44975.63,atm,,completed
7478,2478,2026-06-22 14:28:10.578,bank_transfer,debit,RSD,30514.00,mobile_app,,completed
7479,2479,2026-06-18 10:28:51.033,refund,credit,RSD,19592.21,online_banking,,completed
7480,2480,2026-08-02 17:33:33.608,fee,debit,RSD,2961.85,online_banking,,completed
7481,2481,2026-08-05 23:50:24.950,fee,debit,RSD,8708.52,online_banking,,completed
7482,2482,2024-10-07 21:11:08.684,cash_withdrawal,debit,RSD,32244.15,atm,,completed
7483,2483,2026-06-13 23:27:50.729,bank_transfer,debit,RSD,228047.43,mobile_app,,completed
7484,2484,2026-01-27 10:06:52.525,cash_withdrawal,debit,RSD,11415.97,atm,,completed
7485,2485,2025-01-29 07:32:19.136,cash_withdrawal,debit,RSD,7652.61,atm,,completed
7486,2486,2025-10-18 00:58:42.926,refund,credit,RSD,29437.16,online_banking,,completed
7487,2487,2026-05-28 21:47:00.851,salary,credit,RSD,281824.99,bank_transfer,,completed
7488,2488,2022-05-21 05:52:19.564,card_payment,debit,RSD,13563.75,pos,fuel,completed
7489,2489,2026-06-20 12:17:22.292,refund,credit,RSD,15600.78,online_banking,,pending
7490,2490,2025-07-11 02:11:43.351,bank_transfer,debit,RSD,142210.22,mobile_app,,completed
7491,2491,2026-03-17 06:59:11.197,refund,credit,RSD,15669.71,online_banking,,completed
7492,2492,2025-11-10 00:02:54.711,card_payment,debit,RSD,18561.73,pos,shopping,completed
7493,2493,2026-03-07 00:30:47.407,salary,credit,RSD,252889.19,bank_transfer,,completed
7494,2494,2022-02-24 04:29:03.455,bank_transfer,debit,RSD,60358.18,mobile_app,,completed
7495,2495,2024-12-19 21:01:09.725,cash_withdrawal,debit,RSD,11696.91,atm,,completed
7496,2496,2025-05-25 18:27:17.220,bank_transfer,debit,RSD,2819.12,mobile_app,,completed
7497,2497,2023-07-11 15:55:22.870,bank_transfer,debit,RSD,132198.58,mobile_app,,completed
7498,2498,2022-02-06 01:01:48.836,cash_withdrawal,debit,RSD,43146.49,atm,,completed
7499,2499,2025-01-19 19:33:32.780,fee,debit,RSD,693.56,online_banking,,completed
7500,2500,2021-12-10 11:54:54.011,salary,credit,RSD,269101.79,bank_transfer,,completed
7501,1,2026-04-19 11:02:49.552,card_payment,debit,RSD,16969.69,pos,utilities,completed
7502,2,2024-04-01 03:33:32.092,salary,credit,RSD,132767.39,bank_transfer,,completed
7503,3,2026-05-21 07:13:19.216,salary,credit,RSD,134194.37,bank_transfer,,completed
7504,4,2024-02-11 14:14:37.039,salary,credit,RSD,266911.77,bank_transfer,,completed
7505,5,2023-06-08 23:53:03.776,refund,credit,RSD,19695.85,online_banking,,completed
7506,6,2024-06-21 00:01:46.468,card_payment,debit,RSD,21015.75,pos,utilities,declined
7507,7,2023-06-13 02:35:39.302,bank_transfer,debit,RSD,134027.88,mobile_app,,completed
7508,8,2026-01-10 18:47:23.291,refund,credit,RSD,12727.72,online_banking,,pending
7509,9,2025-11-12 08:01:27.712,cash_withdrawal,debit,RSD,50110.39,atm,,completed
7510,10,2025-01-13 17:55:17.965,refund,credit,RSD,4373.78,online_banking,,pending
7511,11,2026-07-05 20:25:28.416,cash_withdrawal,debit,RSD,33668.36,atm,,completed
7512,12,2025-12-12 01:05:01.593,salary,credit,RSD,80268.39,bank_transfer,,completed
7513,13,2026-08-01 07:14:57.881,fee,debit,RSD,17719.59,online_banking,,completed
7514,14,2024-02-12 17:51:42.719,cash_withdrawal,debit,RSD,37978.30,atm,,completed
7515,15,2023-07-25 11:06:08.913,salary,credit,RSD,162224.60,bank_transfer,,completed
7516,16,2022-06-30 07:10:48.612,salary,credit,RSD,138218.01,bank_transfer,,completed
7517,17,2026-04-16 14:40:25.104,card_payment,debit,RSD,26112.07,pos,groceries,completed
7518,18,2024-12-09 17:21:07.800,refund,credit,RSD,30098.90,online_banking,,completed
7519,19,2026-02-23 08:28:04.965,bank_transfer,debit,RSD,52082.04,mobile_app,,completed
7520,20,2022-12-02 18:23:31.900,bank_transfer,debit,RSD,233909.90,mobile_app,,completed
7521,21,2020-11-21 20:46:38.877,fee,debit,RSD,24289.63,online_banking,,pending
7522,22,2025-02-12 23:58:05.420,refund,credit,RSD,2661.06,online_banking,,completed
7523,23,2025-01-27 01:07:36.368,bank_transfer,debit,RSD,57608.73,mobile_app,,completed
7524,24,2021-12-05 10:04:42.928,salary,credit,RSD,207106.10,bank_transfer,,completed
7525,25,2026-02-28 02:52:09.466,salary,credit,RSD,189516.10,bank_transfer,,completed
7526,26,2025-07-16 11:38:10.048,cash_withdrawal,debit,RSD,38744.67,atm,,completed
7527,27,2026-03-05 23:29:10.430,fee,debit,RSD,6708.81,online_banking,,completed
7528,28,2026-05-31 19:42:00.090,refund,credit,RSD,11664.49,online_banking,,completed
7529,29,2025-09-27 08:09:02.561,salary,credit,RSD,119398.99,bank_transfer,,completed
7530,30,2025-09-23 09:00:27.077,cash_withdrawal,debit,RSD,17302.96,atm,,completed
7531,31,2025-05-24 06:03:50.293,salary,credit,RSD,73507.27,bank_transfer,,completed
7532,32,2023-10-18 20:30:09.554,bank_transfer,debit,RSD,247503.51,mobile_app,,completed
7533,33,2026-06-04 04:24:46.196,salary,credit,RSD,87782.92,bank_transfer,,completed
7534,34,2023-11-17 15:55:06.056,fee,debit,RSD,26858.08,online_banking,,completed
7535,35,2025-09-10 01:19:45.105,bank_transfer,debit,RSD,273092.21,mobile_app,,completed
7536,36,2025-08-27 19:20:56.543,salary,credit,RSD,211867.71,bank_transfer,,completed
7537,37,2026-05-18 11:25:12.127,card_payment,debit,RSD,4669.44,pos,restaurants,completed
7538,38,2025-11-19 13:56:05.228,refund,credit,RSD,29490.39,online_banking,,completed
7539,39,2026-07-22 08:41:22.382,fee,debit,RSD,2993.51,online_banking,,completed
7540,40,2026-04-24 21:18:37.697,salary,credit,RSD,211709.56,bank_transfer,,completed
7541,41,2024-08-17 22:50:53.599,refund,credit,RSD,10826.75,online_banking,,completed
7542,42,2025-06-10 16:11:03.665,card_payment,debit,RSD,2014.86,pos,groceries,completed
7543,43,2026-05-13 20:04:05.890,refund,credit,RSD,250.32,online_banking,,completed
7544,44,2025-05-09 11:09:56.908,refund,credit,RSD,23523.86,online_banking,,completed
7545,45,2025-08-22 02:13:46.320,salary,credit,RSD,298197.34,bank_transfer,,completed
7546,46,2024-06-15 07:10:15.132,bank_transfer,debit,RSD,168304.33,mobile_app,,completed
7547,47,2024-11-12 11:47:05.172,bank_transfer,debit,RSD,244491.12,mobile_app,,completed
7548,48,2021-07-14 15:19:24.454,refund,credit,RSD,9273.98,online_banking,,completed
7549,49,2023-11-22 12:10:13.998,fee,debit,RSD,11871.99,online_banking,,completed
7550,50,2025-10-07 19:08:46.847,cash_withdrawal,debit,RSD,22781.18,atm,,completed
7551,51,2024-03-13 20:00:42.274,cash_withdrawal,debit,RSD,16184.97,atm,,completed
7552,52,2026-01-07 18:29:18.180,card_payment,debit,RSD,20542.45,pos,utilities,completed
7553,53,2024-05-30 02:53:24.956,card_payment,debit,RSD,18809.31,pos,fuel,completed
7554,54,2025-05-07 03:52:07.429,fee,debit,RSD,2962.10,online_banking,,completed
7555,55,2025-10-24 00:52:31.194,salary,credit,RSD,229635.04,bank_transfer,,completed
7556,56,2023-09-06 02:39:01.799,salary,credit,RSD,190339.82,bank_transfer,,completed
7557,57,2025-12-15 16:20:07.489,bank_transfer,debit,RSD,3809.26,mobile_app,,completed
7558,58,2026-03-12 01:47:45.888,cash_withdrawal,debit,RSD,37379.04,atm,,completed
7559,59,2025-06-17 00:53:50.009,cash_withdrawal,debit,RSD,1378.41,atm,,completed
7560,60,2025-05-14 10:32:26.065,cash_withdrawal,debit,RSD,32705.69,atm,,completed
7561,61,2025-08-14 07:05:11.483,card_payment,debit,RSD,26874.79,pos,utilities,completed
7562,62,2019-10-01 14:56:49.291,bank_transfer,debit,RSD,173170.69,mobile_app,,completed
7563,63,2025-07-27 23:09:36.562,fee,debit,RSD,16488.84,online_banking,,completed
7564,64,2026-02-09 06:54:59.144,salary,credit,RSD,136771.87,bank_transfer,,completed
7565,65,2020-03-24 11:15:53.514,salary,credit,RSD,243159.88,bank_transfer,,completed
7566,66,2025-05-12 01:08:04.408,fee,debit,RSD,763.22,online_banking,,pending
7567,67,2025-10-21 20:14:54.484,cash_withdrawal,debit,RSD,30500.54,atm,,pending
7568,68,2025-06-04 02:45:07.816,refund,credit,RSD,15213.01,online_banking,,completed
7569,69,2026-04-19 18:54:25.833,salary,credit,RSD,184655.52,bank_transfer,,completed
7570,70,2023-12-20 10:49:22.268,refund,credit,RSD,23728.33,online_banking,,completed
7571,71,2025-10-16 00:22:24.090,refund,credit,RSD,17653.50,online_banking,,completed
7572,72,2026-06-19 11:55:48.802,refund,credit,RSD,7092.84,online_banking,,pending
7573,73,2026-04-17 13:43:26.150,salary,credit,RSD,110621.64,bank_transfer,,completed
7574,74,2024-09-19 08:34:35.367,refund,credit,RSD,12827.19,online_banking,,completed
7575,75,2026-02-10 04:23:20.033,fee,debit,RSD,28333.63,online_banking,,completed
7576,76,2026-04-29 12:36:36.214,refund,credit,RSD,6984.90,online_banking,,completed
7577,77,2025-09-30 17:27:04.698,cash_withdrawal,debit,RSD,49967.87,atm,,completed
7578,78,2026-08-03 15:48:07.860,card_payment,debit,RSD,14733.93,pos,utilities,completed
7579,79,2025-01-05 23:24:21.052,refund,credit,RSD,22335.15,online_banking,,pending
7580,80,2026-01-14 21:23:34.641,card_payment,debit,RSD,17174.24,pos,utilities,completed
7581,81,2026-08-06 19:39:16.549,bank_transfer,debit,RSD,283088.45,mobile_app,,completed
7582,82,2026-01-22 13:01:56.468,fee,debit,RSD,13190.15,online_banking,,completed
7583,83,2021-12-28 01:08:27.791,card_payment,debit,RSD,28326.13,pos,restaurants,completed
7584,84,2024-04-18 09:01:09.732,bank_transfer,debit,RSD,261070.23,mobile_app,,completed
7585,85,2026-03-26 08:32:05.029,bank_transfer,debit,RSD,31128.38,mobile_app,,completed
7586,86,2025-12-24 07:27:35.988,cash_withdrawal,debit,RSD,10779.90,atm,,completed
7587,87,2024-10-12 01:05:45.210,bank_transfer,debit,RSD,216737.85,mobile_app,,completed
7588,88,2025-07-10 14:41:26.057,cash_withdrawal,debit,RSD,21506.82,atm,,completed
7589,89,2026-07-18 06:25:46.222,refund,credit,RSD,3321.30,online_banking,,completed
7590,90,2026-04-28 03:05:53.230,card_payment,debit,RSD,29491.40,pos,shopping,completed
7591,91,2026-06-29 09:15:31.438,refund,credit,RSD,7378.66,online_banking,,pending
7592,92,2026-02-19 04:21:09.714,salary,credit,RSD,52997.25,bank_transfer,,completed
7593,93,2026-08-05 06:24:41.754,cash_withdrawal,debit,RSD,3773.77,atm,,completed
7594,94,2026-01-13 15:35:28.465,fee,debit,RSD,10459.46,online_banking,,completed
7595,95,2025-12-05 15:38:02.396,card_payment,debit,RSD,6259.47,pos,fuel,completed
7596,96,2023-11-22 10:20:12.837,salary,credit,RSD,223391.13,bank_transfer,,pending
7597,97,2024-06-30 21:41:03.375,fee,debit,RSD,20042.58,online_banking,,completed
7598,98,2023-03-08 03:48:22.053,card_payment,debit,RSD,25659.67,pos,utilities,pending
7599,99,2026-01-01 06:24:43.889,refund,credit,RSD,5708.27,online_banking,,completed
7600,100,2024-04-13 22:23:49.005,salary,credit,RSD,208316.19,bank_transfer,,completed
7601,101,2025-11-02 00:05:05.932,refund,credit,RSD,6190.37,online_banking,,completed
7602,102,2024-03-04 21:44:16.679,bank_transfer,debit,RSD,77921.73,mobile_app,,completed
7603,103,2026-07-11 04:02:52.081,card_payment,debit,RSD,25692.44,pos,restaurants,pending
7604,104,2025-12-13 22:57:05.134,refund,credit,RSD,22985.81,online_banking,,completed
7605,105,2025-09-22 06:34:55.723,card_payment,debit,RSD,25294.19,pos,utilities,completed
7606,106,2025-09-07 08:26:29.528,fee,debit,RSD,13639.50,online_banking,,completed
7607,107,2026-06-27 02:51:18.881,refund,credit,RSD,16088.47,online_banking,,completed
7608,108,2023-09-11 06:34:10.753,fee,debit,RSD,22650.26,online_banking,,completed
7609,109,2025-08-13 15:31:11.739,salary,credit,RSD,201778.48,bank_transfer,,completed
7610,110,2025-04-01 22:12:42.649,refund,credit,RSD,12150.85,online_banking,,completed
7611,111,2025-06-15 20:29:19.418,cash_withdrawal,debit,RSD,37477.87,atm,,completed
7612,112,2025-04-21 03:43:41.123,cash_withdrawal,debit,RSD,2492.29,atm,,completed
7613,113,2024-11-08 02:22:41.072,bank_transfer,debit,RSD,188817.05,mobile_app,,completed
7614,114,2026-03-16 19:19:12.825,salary,credit,RSD,122882.06,bank_transfer,,completed
7615,115,2025-09-12 12:14:31.544,bank_transfer,debit,RSD,175854.72,mobile_app,,completed
7616,116,2025-07-25 09:31:51.491,fee,debit,RSD,11732.58,online_banking,,completed
7617,117,2025-05-29 15:50:27.424,salary,credit,RSD,245051.24,bank_transfer,,completed
7618,118,2026-06-09 22:17:03.258,fee,debit,RSD,5899.39,online_banking,,completed
7619,119,2026-07-20 15:39:14.446,salary,credit,RSD,100995.89,bank_transfer,,completed
7620,120,2025-07-04 01:14:55.030,bank_transfer,debit,RSD,64474.06,mobile_app,,completed
7621,121,2025-06-17 19:40:37.096,refund,credit,RSD,29459.37,online_banking,,declined
7622,122,2026-01-31 11:22:41.844,cash_withdrawal,debit,RSD,46710.89,atm,,completed
7623,123,2021-08-06 19:01:51.669,salary,credit,RSD,270904.62,bank_transfer,,completed
7624,124,2025-11-12 11:34:54.006,refund,credit,RSD,20579.04,online_banking,,completed
7625,125,2025-06-29 23:23:27.090,refund,credit,RSD,14710.86,online_banking,,completed
7626,126,2023-12-01 17:31:49.933,fee,debit,RSD,15629.21,online_banking,,completed
7627,127,2024-08-04 13:56:42.611,bank_transfer,debit,RSD,196752.29,mobile_app,,completed
7628,128,2023-06-21 08:53:27.556,cash_withdrawal,debit,RSD,48262.08,atm,,completed
7629,129,2025-09-13 02:38:36.578,refund,credit,RSD,22324.49,online_banking,,completed
7630,130,2025-06-03 13:16:22.936,bank_transfer,debit,RSD,38327.31,mobile_app,,completed
7631,131,2025-10-29 09:31:11.961,salary,credit,RSD,283497.13,bank_transfer,,completed
7632,132,2026-01-04 04:41:17.145,bank_transfer,debit,RSD,238205.54,mobile_app,,completed
7633,133,2024-08-15 08:21:16.554,fee,debit,RSD,1358.20,online_banking,,completed
7634,134,2020-09-22 12:47:24.561,bank_transfer,debit,RSD,94087.55,mobile_app,,pending
7635,135,2026-06-07 03:01:40.813,card_payment,debit,RSD,2719.09,pos,utilities,completed
7636,136,2026-04-29 19:23:49.475,salary,credit,RSD,243551.74,bank_transfer,,pending
7637,137,2025-06-19 16:29:47.172,fee,debit,RSD,11381.22,online_banking,,completed
7638,138,2025-07-07 01:11:05.156,refund,credit,RSD,16717.21,online_banking,,completed
7639,139,2025-06-29 04:44:59.805,card_payment,debit,RSD,27689.39,pos,groceries,pending
7640,140,2026-03-17 23:02:40.607,fee,debit,RSD,9192.73,online_banking,,completed
7641,141,2023-11-04 13:18:02.500,cash_withdrawal,debit,RSD,28032.35,atm,,completed
7642,142,2026-08-05 09:46:52.646,cash_withdrawal,debit,RSD,43771.86,atm,,completed
7643,143,2021-12-07 20:33:39.768,refund,credit,RSD,23521.43,online_banking,,completed
7644,144,2026-06-11 02:10:38.195,bank_transfer,debit,RSD,300344.11,mobile_app,,completed
7645,145,2024-05-04 05:24:59.535,salary,credit,RSD,190285.64,bank_transfer,,completed
7646,146,2024-12-07 09:17:27.427,salary,credit,RSD,260397.04,bank_transfer,,completed
7647,147,2026-06-23 02:14:53.730,bank_transfer,debit,RSD,236473.65,mobile_app,,completed
7648,148,2025-11-02 08:12:27.139,bank_transfer,debit,RSD,205797.21,mobile_app,,completed
7649,149,2026-03-13 07:27:12.143,bank_transfer,debit,RSD,15749.55,mobile_app,,completed
7650,150,2026-03-01 16:47:46.461,fee,debit,RSD,24610.25,online_banking,,completed
7651,151,2025-10-05 08:57:13.675,cash_withdrawal,debit,RSD,35753.49,atm,,pending
7652,152,2025-08-06 18:23:15.998,cash_withdrawal,debit,RSD,27197.97,atm,,completed
7653,153,2026-07-14 20:30:13.718,fee,debit,RSD,8618.02,online_banking,,completed
7654,154,2026-03-11 14:43:03.014,bank_transfer,debit,RSD,192878.44,mobile_app,,completed
7655,155,2025-06-22 10:20:31.790,card_payment,debit,RSD,25659.41,pos,fuel,completed
7656,156,2025-09-19 00:38:17.814,card_payment,debit,RSD,14028.80,pos,travel,completed
7657,157,2022-05-19 10:13:16.376,bank_transfer,debit,RSD,214777.84,mobile_app,,completed
7658,158,2022-05-25 04:11:17.892,bank_transfer,debit,RSD,93298.97,mobile_app,,pending
7659,159,2026-03-16 04:42:10.920,bank_transfer,debit,RSD,87549.22,mobile_app,,completed
7660,160,2026-04-09 14:11:55.651,card_payment,debit,RSD,6006.35,pos,utilities,completed
7661,161,2026-03-15 13:38:05.042,card_payment,debit,RSD,16687.74,pos,travel,completed
7662,162,2023-02-25 02:19:11.391,salary,credit,RSD,132690.11,bank_transfer,,completed
7663,163,2024-06-03 14:13:47.208,salary,credit,RSD,117045.58,bank_transfer,,completed
7664,164,2022-11-10 14:12:38.151,cash_withdrawal,debit,RSD,29953.18,atm,,completed
7665,165,2025-12-18 22:39:08.103,fee,debit,RSD,15387.82,online_banking,,completed
7666,166,2025-11-09 07:17:37.784,refund,credit,RSD,21291.95,online_banking,,completed
7667,167,2026-04-01 13:49:32.219,card_payment,debit,RSD,13397.56,pos,groceries,completed
7668,168,2024-12-31 01:50:57.439,fee,debit,RSD,17407.18,online_banking,,completed
7669,169,2024-09-11 18:47:27.840,card_payment,debit,RSD,29776.29,pos,groceries,completed
7670,170,2023-02-17 12:36:28.445,refund,credit,RSD,22899.67,online_banking,,completed
7671,171,2025-04-29 13:21:50.633,fee,debit,RSD,29456.65,online_banking,,completed
7672,172,2024-01-14 08:38:19.729,bank_transfer,debit,RSD,291599.96,mobile_app,,completed
7673,173,2025-06-05 01:57:45.753,cash_withdrawal,debit,RSD,30732.99,atm,,completed
7674,174,2020-05-04 23:24:11.040,salary,credit,RSD,92030.32,bank_transfer,,completed
7675,175,2026-05-27 17:35:12.992,refund,credit,RSD,9770.12,online_banking,,completed
7676,176,2026-01-11 14:19:41.175,card_payment,debit,RSD,14402.54,pos,shopping,completed
7677,177,2026-07-21 02:31:12.901,card_payment,debit,RSD,10238.28,pos,shopping,completed
7678,178,2025-04-28 23:37:26.372,refund,credit,RSD,1291.48,online_banking,,completed
7679,179,2026-05-16 03:05:50.342,cash_withdrawal,debit,RSD,43882.21,atm,,completed
7680,180,2026-02-08 14:58:05.757,bank_transfer,debit,RSD,276598.28,mobile_app,,completed
7681,181,2025-08-29 02:57:02.674,salary,credit,RSD,240315.99,bank_transfer,,completed
7682,182,2023-05-07 14:03:02.708,bank_transfer,debit,RSD,126655.93,mobile_app,,completed
7683,183,2024-09-13 12:25:26.880,bank_transfer,debit,RSD,25192.48,mobile_app,,completed
7684,184,2026-04-02 05:55:34.537,card_payment,debit,RSD,16692.07,pos,travel,completed
7685,185,2024-11-23 08:35:49.940,refund,credit,RSD,28719.40,online_banking,,completed
7686,186,2023-02-25 09:31:57.123,bank_transfer,debit,RSD,95325.17,mobile_app,,declined
7687,187,2024-08-24 04:30:32.308,card_payment,debit,RSD,28973.69,pos,groceries,pending
7688,188,2024-08-19 17:16:29.034,card_payment,debit,RSD,2381.66,pos,restaurants,pending
7689,189,2026-07-28 02:19:39.907,cash_withdrawal,debit,RSD,22174.46,atm,,completed
7690,190,2026-03-09 23:27:50.685,refund,credit,RSD,3923.84,online_banking,,completed
7691,191,2025-03-06 13:27:24.395,fee,debit,RSD,16025.85,online_banking,,completed
7692,192,2025-02-20 19:08:47.789,bank_transfer,debit,RSD,4167.41,mobile_app,,completed
7693,193,2025-01-05 09:16:22.105,cash_withdrawal,debit,RSD,21686.85,atm,,completed
7694,194,2021-12-11 05:22:02.785,bank_transfer,debit,RSD,206269.80,mobile_app,,completed
7695,195,2025-09-15 21:41:30.183,card_payment,debit,RSD,9129.40,pos,fuel,completed
7696,196,2024-01-13 10:21:56.068,cash_withdrawal,debit,RSD,7153.97,atm,,completed
7697,197,2026-02-06 11:10:16.539,refund,credit,RSD,6752.16,online_banking,,completed
7698,198,2026-06-01 09:09:40.885,fee,debit,RSD,26722.32,online_banking,,completed
7699,199,2026-07-13 16:14:03.437,bank_transfer,debit,RSD,24768.15,mobile_app,,completed
7700,200,2023-10-06 07:16:07.075,card_payment,debit,RSD,4267.75,pos,utilities,completed
7701,201,2025-01-30 21:29:38.854,salary,credit,RSD,174185.51,bank_transfer,,completed
7702,202,2025-09-16 12:51:53.283,fee,debit,RSD,20662.22,online_banking,,completed
7703,203,2026-01-01 19:54:39.934,bank_transfer,debit,RSD,202246.78,mobile_app,,completed
7704,204,2026-05-02 19:19:06.613,card_payment,debit,RSD,24418.90,pos,travel,completed
7705,205,2022-11-03 19:23:54.852,salary,credit,RSD,152784.75,bank_transfer,,completed
7706,206,2026-01-28 22:21:32.759,fee,debit,RSD,5907.03,online_banking,,completed
7707,207,2025-01-29 02:03:58.509,card_payment,debit,RSD,17444.11,pos,shopping,completed
7708,208,2026-06-18 22:06:17.766,bank_transfer,debit,RSD,27871.67,mobile_app,,completed
