"account_id","customer_id","branch_id","account_type","currency","balance","opened_at","account_status"
491,491,1,checking,RSD,362424.55,2025-10-14,inactive
492,492,10,checking,RSD,464000.80,2025-04-03,active
493,493,7,foreign currency,RSD,369674.60,2024-07-28,active
494,494,2,savings,RSD,719545.90,2021-02-07,inactive
495,495,6,checking,RSD,310137.95,2025-01-20,active
496,496,9,checking,RSD,403458.64,2024-07-26,active
497,497,1,checking,RSD,196700.38,2024-06-22,active
498,498,1,savings,RSD,628444.72,2025-06-03,inactive
499,499,3,savings,RSD,100131.82,2020-11-04,active
500,500,6,checking,RSD,403511.68,2026-07-02,active
501,1,4,checking,RSD,254571.95,2023-11-23,active
502,2,1,checking,RSD,289671.27,2024-07-07,inactive
503,3,7,checking,RSD,159165.40,2024-09-16,active
504,4,6,savings,RSD,1421324.24,2025-03-17,active
505,5,2,savings,RSD,643274.38,2025-06-14,inactive
506,6,9,savings,RSD,1100554.05,2023-07-18,active
507,7,10,savings,RSD,553280.30,2025-04-03,active
508,8,3,checking,RSD,15471.08,2024-12-03,active
509,9,7,savings,RSD,739826.83,2024-01-06,active
510,10,1,savings,RSD,885527.03,2025-02-17,active
511,11,3,checking,RSD,145670.59,2026-01-18,inactive
512,12,6,checking,RSD,307723.90,2024-04-20,active
513,13,2,savings,RSD,476148.60,2025-06-08,active
514,14,4,checking,RSD,152035.87,2021-06-19,active
515,15,8,savings,RSD,774609.82,2025-01-18,active
516,16,9,checking,RSD,172825.47,2026-05-31,inactive
517,17,8,checking,RSD,349798.38,2022-03-01,active
518,18,7,checking,RSD,114215.07,2023-12-19,active
519,19,1,foreign currency,RSD,83932.22,2022-11-11,active
520,20,3,foreign currency,RSD,402058.32,2026-05-19,active
521,21,8,savings,RSD,122788.44,2019-12-08,active
522,22,8,savings,RSD,364451.96,2025-10-15,active
523,23,7,savings,RSD,455347.07,2026-01-17,active
524,24,8,foreign currency,RSD,426249.39,2024-03-30,active
525,25,10,checking,RSD,248294.24,2024-09-28,active
526,26,2,foreign currency,RSD,75714.20,2025-12-29,active
527,27,7,foreign currency,RSD,98042.09,2024-03-25,active
528,28,7,foreign currency,RSD,482793.39,2022-07-23,active
529,29,1,checking,RSD,338441.38,2025-11-09,active
530,30,9,savings,RSD,999481.07,2026-03-22,active
531,31,3,checking,RSD,482334.45,2022-02-12,active
532,32,8,checking,RSD,114038.00,2024-05-09,active
533,33,7,foreign currency,RSD,243947.55,2022-08-31,active
534,34,5,checking,RSD,497477.03,2023-08-23,active
535,35,10,savings,RSD,351649.72,2024-01-22,active
536,36,2,foreign currency,RSD,317734.96,2023-09-01,active
537,37,1,checking,RSD,14725.19,2024-10-04,active
538,38,5,checking,RSD,389654.46,2026-05-15,active
539,39,10,savings,RSD,498343.18,2023-11-06,active
540,40,7,savings,RSD,931673.18,2025-09-16,active
541,41,1,checking,RSD,102867.13,2020-11-17,active
542,42,6,checking,RSD,334418.94,2026-07-27,active
543,43,8,savings,RSD,1064066.68,2022-12-15,inactive
544,44,7,savings,RSD,581037.23,2022-09-30,active
545,45,3,foreign currency,RSD,188694.64,2026-01-26,active
546,46,7,checking,RSD,398083.83,2019-09-01,active
547,47,6,checking,RSD,373708.77,2023-03-18,active
548,48,9,savings,RSD,122281.45,2024-04-03,active
549,49,8,checking,RSD,18083.38,2020-08-18,inactive
550,50,10,checking,RSD,266138.07,2023-04-06,active
551,51,3,checking,RSD,334935.10,2025-10-13,active
552,52,1,savings,RSD,542793.50,2020-03-20,active
553,53,7,savings,RSD,1447397.64,2024-09-24,active
554,54,7,savings,RSD,211431.47,2026-02-09,inactive
555,55,4,savings,RSD,1464497.96,2023-05-29,active
556,56,1,savings,RSD,778198.90,2021-03-23,inactive
557,57,1,foreign currency,RSD,324166.61,2025-03-19,active
558,58,2,checking,RSD,152485.07,2026-06-23,active
559,59,7,checking,RSD,45835.33,2025-11-08,active
560,60,9,checking,RSD,185950.75,2026-02-23,active
561,61,8,foreign currency,RSD,408197.46,2024-10-20,active
562,62,10,checking,RSD,420879.08,2020-04-16,active
563,63,6,savings,RSD,1291224.51,2026-07-10,active
564,64,6,foreign currency,RSD,49132.57,2019-02-16,active
565,65,9,checking,RSD,45314.89,2020-11-17,active
566,66,3,savings,RSD,943019.00,2023-07-06,active
567,67,7,foreign currency,RSD,389564.01,2024-09-26,active
568,68,10,checking,RSD,121761.88,2024-09-30,active
569,69,9,foreign currency,RSD,100846.04,2025-03-03,active
570,70,2,savings,RSD,171853.60,2022-09-24,active
571,71,4,checking,RSD,58278.77,2025-02-26,active
572,72,4,checking,RSD,1919.84,2025-09-03,active
573,73,1,checking,RSD,81553.02,2021-09-19,active
574,74,6,checking,RSD,421947.33,2022-02-23,inactive
575,75,9,checking,RSD,497912.21,2026-03-22,active
576,76,2,foreign currency,RSD,83562.03,2023-05-07,active
577,77,10,foreign currency,RSD,185931.06,2025-08-21,active
578,78,2,foreign currency,RSD,438392.05,2023-10-03,active
579,79,4,foreign currency,RSD,178874.76,2025-07-22,active
580,80,6,foreign currency,RSD,101465.97,2026-06-26,active
581,81,4,foreign currency,RSD,11783.72,2024-09-14,active
582,82,4,foreign currency,RSD,282754.06,2024-12-02,active
583,83,8,foreign currency,RSD,311038.09,2024-11-13,active
584,84,4,savings,RSD,443514.78,2024-10-16,active
585,85,10,savings,RSD,1341990.98,2020-11-24,active
586,86,5,foreign currency,RSD,460935.46,2024-06-09,active
587,87,6,foreign currency,RSD,464406.64,2025-03-05,active
588,88,1,checking,RSD,140064.91,2025-03-20,active
589,89,6,foreign currency,RSD,344976.58,2026-01-18,active
590,90,1,foreign currency,RSD,193277.63,2022-10-11,inactive
591,91,4,foreign currency,RSD,102516.80,2024-12-20,active
592,92,10,foreign currency,RSD,258776.90,2024-03-17,active
593,93,4,savings,RSD,1456198.22,2021-11-10,active
594,94,6,foreign currency,RSD,117188.31,2026-05-17,active
595,95,10,checking,RSD,354319.27,2025-03-10,active
596,96,5,checking,RSD,196015.83,2025-12-04,active
597,97,7,savings,RSD,632301.16,2025-02-03,active
598,98,9,checking,RSD,245652.43,2020-10-04,active
599,99,2,savings,RSD,1091420.24,2025-10-28,active
600,100,6,checking,RSD,327568.35,2025-03-31,active
601,101,9,savings,RSD,235287.23,2024-07-02,active
602,102,6,savings,RSD,66699.10,2025-08-07,active
603,103,2,savings,RSD,379574.44,2024-07-25,active
604,104,9,foreign currency,RSD,318609.29,2024-07-03,active
605,105,6,foreign currency,RSD,184389.63,2025-09-30,active
606,106,4,checking,RSD,414654.46,2020-05-26,active
607,107,1,savings,RSD,482163.33,2025-04-09,inactive
608,108,10,savings,RSD,508312.82,2024-12-01,active
609,109,6,savings,RSD,247073.72,2022-07-02,inactive
610,110,9,savings,RSD,1055559.27,2018-08-12,active
611,111,10,checking,RSD,155253.71,2026-07-21,active
612,112,7,checking,RSD,422295.56,2022-09-26,active
613,113,7,savings,RSD,737506.84,2024-09-13,active
614,114,2,checking,RSD,196660.25,2022-07-22,active
615,115,9,checking,RSD,466248.23,2021-10-20,active
616,116,10,savings,RSD,1113119.52,2025-08-17,active
617,117,6,checking,RSD,40224.94,2023-06-26,active
618,118,1,foreign currency,RSD,442659.44,2024-04-08,active
619,119,4,checking,RSD,80306.74,2025-07-17,active
620,120,5,checking,RSD,77091.88,2022-03-18,active
621,121,6,foreign currency,RSD,329318.58,2020-08-08,active
622,122,3,savings,RSD,875441.52,2021-04-12,active
623,123,2,checking,RSD,148286.73,2023-03-12,inactive
624,124,1,savings,RSD,444406.62,2023-11-06,active
625,125,1,checking,RSD,447112.04,2022-03-24,inactive
626,126,4,savings,RSD,422053.51,2025-05-16,inactive
627,127,6,foreign currency,RSD,279805.82,2022-11-06,active
628,128,1,checking,RSD,415100.48,2025-03-25,active
629,129,4,checking,RSD,288259.80,2025-01-22,active
630,130,6,foreign currency,RSD,265288.55,2025-04-02,active
631,131,6,foreign currency,RSD,187325.45,2025-04-03,active
632,132,5,savings,RSD,705147.63,2020-09-10,active
633,133,2,foreign currency,RSD,462167.47,2022-10-27,active
634,134,10,savings,RSD,347384.16,2018-06-02,active
635,135,10,savings,RSD,129435.75,2024-05-03,active
636,136,9,foreign currency,RSD,157708.50,2025-04-08,active
637,137,6,foreign currency,RSD,416881.04,2024-07-09,active
638,138,5,savings,RSD,1006305.09,2025-06-27,active
639,139,7,checking,RSD,242071.68,2024-03-15,active
640,140,1,checking,RSD,148887.96,2026-03-03,active
641,141,10,foreign currency,RSD,238451.85,2022-09-25,inactive
642,142,2,checking,RSD,419794.53,2022-01-14,active
643,143,2,checking,RSD,85128.56,2022-01-06,active
644,144,9,savings,RSD,1101228.39,2023-06-01,active
645,145,5,checking,RSD,53695.29,2020-12-25,active
646,146,7,checking,RSD,173486.90,2025-01-07,active
647,147,8,checking,RSD,443690.63,2026-05-01,active
648,148,3,savings,RSD,82618.59,2025-05-10,active
649,149,1,savings,RSD,1024357.63,2024-05-31,active
650,150,5,checking,RSD,373465.38,2026-07-01,active
651,151,1,savings,RSD,349007.18,2024-12-10,inactive
652,152,1,checking,RSD,469650.19,2021-12-24,active
653,153,7,checking,RSD,430474.62,2025-10-26,closed
654,154,1,savings,RSD,144154.50,2024-10-15,active
655,155,10,foreign currency,RSD,87817.81,2021-09-21,active
656,156,2,checking,RSD,356377.93,2021-09-21,active
657,157,5,foreign currency,RSD,461717.36,2021-05-15,active
658,158,10,foreign currency,RSD,370010.47,2022-04-06,active
659,159,9,foreign currency,RSD,472915.37,2025-12-22,active
660,160,5,foreign currency,RSD,16671.23,2026-07-14,active
661,161,10,foreign currency,RSD,316288.61,2026-05-01,active
662,162,7,checking,RSD,270333.49,2025-07-07,active
663,163,7,foreign currency,RSD,13803.67,2026-03-02,active
664,164,2,savings,RSD,527866.19,2023-04-12,active
665,165,2,savings,RSD,928755.54,2023-05-25,active
666,166,8,foreign currency,RSD,399526.16,2021-09-10,inactive
667,167,2,savings,RSD,347330.66,2024-12-10,inactive
668,168,4,checking,RSD,234313.38,2023-07-02,active
669,169,4,foreign currency,RSD,320401.72,2024-01-17,active
670,170,7,savings,RSD,838136.12,2023-08-06,active
671,171,8,foreign currency,RSD,174012.38,2025-10-14,active
672,172,2,savings,RSD,558806.56,2023-10-19,inactive
673,173,4,foreign currency,RSD,483214.22,2024-09-10,inactive
674,174,6,checking,RSD,122520.57,2023-05-02,active
675,175,7,foreign currency,RSD,424025.85,2024-11-26,active
676,176,4,foreign currency,RSD,77260.82,2021-10-25,active
677,177,8,savings,RSD,583808.81,2023-09-08,active
678,178,10,checking,RSD,114326.52,2024-11-06,active
679,179,3,checking,RSD,296886.70,2023-08-09,active
680,180,5,savings,RSD,591847.99,2026-07-25,inactive
681,181,5,checking,RSD,482305.15,2025-02-26,active
682,182,2,savings,RSD,971378.87,2018-06-22,active
683,183,9,savings,RSD,285983.34,2025-08-15,active
684,184,4,checking,RSD,387982.98,2020-11-21,active
685,185,10,foreign currency,RSD,370387.59,2021-04-17,active
686,186,5,savings,RSD,1266754.22,2021-12-13,active
687,187,2,foreign currency,RSD,319665.54,2021-03-02,active
688,188,1,foreign currency,RSD,335534.08,2021-03-06,active
689,189,1,savings,RSD,619198.43,2024-09-24,active
690,190,1,foreign currency,RSD,187177.70,2026-08-01,active
691,191,6,foreign currency,RSD,24711.62,2021-02-13,active
692,192,10,foreign currency,RSD,197616.79,2018-03-08,active
693,193,5,savings,RSD,285085.51,2024-11-13,active
694,194,5,checking,RSD,90947.58,2021-02-17,active
695,195,9,savings,RSD,1433586.27,2021-08-03,active
696,196,7,checking,RSD,172435.63,2022-12-08,active
697,197,4,checking,RSD,181872.42,2020-02-18,active
698,198,5,savings,RSD,676550.78,2021-04-24,active
699,199,3,savings,RSD,795501.66,2021-05-29,active
700,200,6,foreign currency,RSD,138185.90,2023-09-17,active
701,201,8,savings,RSD,90634.84,2025-10-17,active
702,202,6,checking,RSD,174121.22,2022-12-09,active
703,203,8,foreign currency,RSD,460657.70,2023-04-15,closed
704,204,2,foreign currency,RSD,177077.23,2025-11-22,active
705,205,9,foreign currency,RSD,80242.02,2026-05-13,inactive
706,206,9,foreign currency,RSD,15771.83,2024-07-21,active
707,207,4,foreign currency,RSD,461973.82,2021-10-10,active
708,208,10,savings,RSD,1280430.12,2024-10-13,active
709,209,3,foreign currency,RSD,308862.50,2026-07-18,active
710,210,7,checking,RSD,264243.89,2024-03-18,active
711,211,3,savings,RSD,1477231.85,2025-07-31,active
712,212,2,checking,RSD,148114.56,2022-03-24,active
713,213,1,foreign currency,RSD,130330.07,2024-06-14,active
714,214,8,checking,RSD,129936.38,2024-10-06,active
715,215,4,checking,RSD,434137.57,2023-03-27,active
716,216,7,foreign currency,RSD,155978.35,2026-02-01,active
717,217,1,checking,RSD,468506.98,2026-05-18,active
718,218,10,savings,RSD,1401422.10,2026-03-16,inactive
719,219,8,checking,RSD,243315.74,2025-03-30,active
720,220,9,checking,RSD,154073.34,2019-04-06,active
721,221,3,savings,RSD,1192423.29,2023-07-05,active
722,222,5,checking,RSD,321519.71,2026-03-13,active
723,223,10,savings,RSD,653836.30,2021-09-06,active
724,224,1,checking,RSD,131040.70,2023-08-02,active
725,225,3,foreign currency,RSD,178093.18,2023-08-20,inactive
726,226,6,savings,RSD,1003799.82,2025-11-12,active
727,227,7,savings,RSD,1442939.17,2026-02-13,active
728,228,10,savings,RSD,1170783.49,2023-08-16,active
729,229,10,checking,RSD,341284.93,2023-04-07,active
730,230,8,checking,RSD,4660.80,2025-04-17,active
731,231,9,savings,RSD,357013.27,2025-07-22,active
732,232,10,foreign currency,RSD,187750.01,2026-01-07,active
733,233,8,foreign currency,RSD,134179.49,2025-04-02,active
734,234,1,checking,RSD,413648.01,2022-06-22,active
735,235,9,savings,RSD,132754.94,2022-05-02,active
736,236,2,savings,RSD,1039659.50,2024-05-13,active
737,237,8,foreign currency,RSD,349638.33,2022-08-21,active
738,238,7,checking,RSD,310971.17,2025-07-02,inactive
739,239,9,checking,RSD,142571.01,2023-04-28,active
740,240,2,savings,RSD,506427.42,2025-10-13,active
741,241,4,checking,RSD,51856.65,2023-01-14,active
742,242,7,savings,RSD,715493.72,2026-03-14,inactive
743,243,8,checking,RSD,319851.45,2024-04-23,active
744,244,2,savings,RSD,553054.18,2022-09-02,active
745,245,1,foreign currency,RSD,252515.65,2025-02-25,active
746,246,1,savings,RSD,1377998.32,2024-08-24,active
747,247,4,savings,RSD,264122.54,2021-11-29,active
748,248,6,foreign currency,RSD,7896.47,2026-07-30,active
749,249,2,foreign currency,RSD,78681.99,2025-04-29,active
750,250,10,savings,RSD,1062577.72,2025-03-22,inactive
751,251,2,foreign currency,RSD,43231.41,2022-10-15,active
752,252,10,foreign currency,RSD,208589.40,2025-05-23,active
753,253,2,foreign currency,RSD,395956.91,2022-10-23,active
754,254,1,checking,RSD,169938.30,2025-10-17,active
755,255,6,foreign currency,RSD,316812.75,2026-01-06,active
756,256,2,foreign currency,RSD,298355.45,2024-11-01,active
757,257,1,checking,RSD,165967.85,2025-09-28,active
758,258,9,checking,RSD,350342.29,2025-11-10,inactive
759,259,2,foreign currency,RSD,491825.61,2023-01-03,active
760,260,9,foreign currency,RSD,299885.13,2026-06-15,active
761,261,10,checking,RSD,324401.11,2025-05-22,active
762,262,10,savings,RSD,304362.19,2024-12-05,active
763,263,6,foreign currency,RSD,149623.96,2025-10-06,active
764,264,8,checking,RSD,231569.79,2022-06-02,active
765,265,1,foreign currency,RSD,42370.89,2026-05-25,active
766,266,7,checking,RSD,293232.81,2023-02-19,active
767,267,2,savings,RSD,499134.75,2025-10-19,active
768,268,7,checking,RSD,51599.54,2022-11-11,active
769,269,2,foreign currency,RSD,107826.38,2025-05-23,active
770,270,9,foreign currency,RSD,413186.04,2026-05-14,inactive
771,271,1,savings,RSD,408835.93,2022-11-07,active
772,272,8,checking,RSD,272987.54,2025-12-31,active
773,273,2,foreign currency,RSD,312046.30,2020-03-19,active
774,274,5,foreign currency,RSD,198270.25,2023-05-28,inactive
775,275,6,checking,RSD,191893.69,2018-04-28,inactive
776,276,4,foreign currency,RSD,57122.87,2023-01-09,active
777,277,8,savings,RSD,431622.66,2025-05-05,active
778,278,9,savings,RSD,922052.11,2022-02-10,active
779,279,5,checking,RSD,28227.46,2024-06-24,active
780,280,5,foreign currency,RSD,430308.16,2023-11-25,active
781,281,3,savings,RSD,1331495.40,2024-09-13,inactive
782,282,6,checking,RSD,189633.22,2026-05-23,active
783,283,2,foreign currency,RSD,249405.62,2024-07-02,active
784,284,4,savings,RSD,299500.99,2023-08-26,active
785,285,6,foreign currency,RSD,458040.17,2026-07-08,active
786,286,1,foreign currency,RSD,10711.98,2023-05-25,active
787,287,6,checking,RSD,169737.08,2024-11-12,active
788,288,5,foreign currency,RSD,453464.21,2023-09-04,active
789,289,1,checking,RSD,456260.00,2025-01-24,active
790,290,6,checking,RSD,471249.35,2026-06-07,active
791,291,8,checking,RSD,234078.40,2022-09-10,active
792,292,5,savings,RSD,55864.97,2023-09-24,active
793,293,2,foreign currency,RSD,344693.47,2022-06-02,active
794,294,1,savings,RSD,133171.86,2024-03-11,active
795,295,4,savings,RSD,330132.48,2025-02-01,active
796,296,8,checking,RSD,31231.18,2022-04-10,active
797,297,5,checking,RSD,438507.73,2026-05-19,active
798,298,6,savings,RSD,643180.14,2023-02-11,active
799,299,8,savings,RSD,130724.10,2024-11-06,active
800,300,7,savings,RSD,809192.78,2025-08-10,active
801,301,1,checking,RSD,472690.63,2026-04-14,active
802,302,1,foreign currency,RSD,496318.20,2023-04-10,active
803,303,10,savings,RSD,154521.40,2024-08-26,active
804,304,9,foreign currency,RSD,79634.87,2026-05-13,active
805,305,3,savings,RSD,1025624.46,2023-03-02,active
806,306,8,checking,RSD,227404.77,2023-05-30,active
807,307,4,checking,RSD,212514.60,2025-05-08,active
808,308,3,savings,RSD,1103449.65,2025-12-20,active
809,309,3,savings,RSD,301320.02,2021-12-15,active
810,310,9,checking,RSD,397600.82,2022-07-16,active
811,311,2,checking,RSD,305425.84,2024-09-17,active
812,312,3,checking,RSD,347870.00,2026-06-03,active
813,313,7,savings,RSD,106945.67,2022-04-12,active
814,314,10,savings,RSD,1346569.02,2021-09-30,inactive
815,315,7,foreign currency,RSD,40567.16,2025-10-10,active
816,316,9,foreign currency,RSD,26160.09,2021-12-11,inactive
817,317,7,checking,RSD,135296.23,2022-03-05,active
818,318,2,foreign currency,RSD,226250.66,2021-07-14,active
819,319,7,savings,RSD,662166.58,2026-07-25,active
820,320,7,checking,RSD,436484.79,2025-06-29,active
821,321,10,checking,RSD,398860.50,2026-06-19,active
822,322,6,savings,RSD,143694.02,2024-02-06,active
823,323,7,checking,RSD,140536.71,2020-11-06,active
824,324,5,savings,RSD,804956.83,2022-11-28,inactive
825,325,3,savings,RSD,737690.63,2023-08-13,active
826,326,7,savings,RSD,1234578.70,2025-10-31,active
827,327,5,foreign currency,RSD,300725.22,2024-05-04,inactive
828,328,10,savings,RSD,803882.39,2021-11-04,active
829,329,9,checking,RSD,181098.43,2026-04-26,active
830,330,3,checking,RSD,483574.04,2023-10-16,active
831,331,3,foreign currency,RSD,402820.41,2024-04-15,inactive
832,332,10,checking,RSD,264504.69,2023-11-05,active
833,333,4,checking,RSD,45809.79,2022-05-20,active
834,334,4,checking,RSD,22384.51,2018-11-25,active
835,335,10,savings,RSD,1007685.76,2019-09-02,active
836,336,10,foreign currency,RSD,20291.60,2025-11-11,active
837,337,9,checking,RSD,422803.24,2025-03-15,active
838,338,4,checking,RSD,239434.04,2021-09-13,active
839,339,4,savings,RSD,1400088.44,2025-04-05,active
840,340,8,foreign currency,RSD,414004.97,2025-07-28,active
841,341,6,checking,RSD,49705.30,2019-08-07,active
842,342,6,savings,RSD,940340.02,2025-05-06,active
843,343,1,foreign currency,RSD,417554.51,2023-05-26,active
844,344,10,foreign currency,RSD,6984.14,2025-07-22,active
845,345,2,checking,RSD,110699.00,2025-05-18,active
846,346,1,foreign currency,RSD,2642.25,2025-07-23,active
847,347,2,foreign currency,RSD,124818.50,2026-03-01,active
848,348,7,foreign currency,RSD,378741.43,2024-11-11,active
849,349,5,savings,RSD,1492699.65,2023-10-10,inactive
850,350,2,foreign currency,RSD,388249.71,2025-09-23,active
851,351,3,foreign currency,RSD,301746.76,2022-09-12,active
852,352,7,foreign currency,RSD,454056.26,2021-11-03,active
853,353,8,savings,RSD,135664.18,2024-06-12,active
854,354,1,savings,RSD,480526.28,2023-02-12,active
855,355,7,checking,RSD,13796.64,2024-12-07,active
856,356,2,savings,RSD,1012303.93,2022-05-29,active
857,357,6,savings,RSD,1373359.77,2021-11-12,active
858,358,7,savings,RSD,1334083.30,2023-07-18,active
859,359,1,savings,RSD,262828.44,2025-03-29,active
860,360,6,checking,RSD,90961.45,2025-08-28,active
861,361,5,foreign currency,RSD,148785.83,2024-10-12,active
862,362,6,checking,RSD,248825.25,2026-05-06,active
863,363,7,foreign currency,RSD,128040.82,2025-08-04,active
864,364,4,savings,RSD,502130.82,2021-08-17,active
865,365,5,savings,RSD,1049337.07,2020-11-25,active
866,366,7,savings,RSD,252152.23,2019-10-06,active
867,367,1,checking,RSD,340377.27,2024-06-08,active
868,368,5,checking,RSD,422886.42,2026-04-19,active
869,369,4,foreign currency,RSD,10876.71,2022-11-25,active
870,370,7,foreign currency,RSD,312552.51,2024-04-06,active
871,371,6,savings,RSD,231828.60,2022-04-17,active
872,372,6,foreign currency,RSD,426848.23,2022-04-19,active
873,373,2,savings,RSD,1123811.34,2023-11-08,active
874,374,4,foreign currency,RSD,109744.48,2021-08-31,active
875,375,10,checking,RSD,411660.20,2018-07-22,active
876,376,1,checking,RSD,449605.35,2023-10-23,active
877,377,6,checking,RSD,300548.57,2025-11-11,active
878,378,1,savings,RSD,403735.23,2024-08-07,inactive
879,379,9,savings,RSD,753602.25,2021-07-17,active
880,380,7,checking,RSD,221075.22,2023-05-05,active
881,381,4,savings,RSD,568374.16,2022-09-08,active
882,382,6,foreign currency,RSD,437838.72,2019-12-13,active
883,383,8,savings,RSD,650947.21,2019-12-28,active
884,384,10,checking,RSD,360724.90,2026-07-29,active
885,385,1,checking,RSD,261181.21,2023-11-26,inactive
886,386,1,foreign currency,RSD,136508.18,2025-05-22,active
887,387,8,savings,RSD,618330.83,2025-11-20,inactive
888,388,9,savings,RSD,1246836.35,2026-01-21,active
889,389,3,foreign currency,RSD,337844.46,2025-03-09,active
890,390,5,checking,RSD,3067.91,2026-02-01,active
891,391,7,checking,RSD,478686.34,2025-07-28,active
892,392,1,checking,RSD,31202.01,2026-04-20,active
893,393,6,checking,RSD,89300.86,2024-03-21,inactive
894,394,8,foreign currency,RSD,459113.68,2024-06-26,active
895,395,4,checking,RSD,459027.84,2023-04-28,inactive
896,396,9,foreign currency,RSD,350601.96,2024-05-08,inactive
897,397,3,checking,RSD,181411.42,2024-06-07,active
898,398,4,savings,RSD,970748.77,2026-02-20,active
899,399,2,checking,RSD,87602.39,2025-02-09,active
900,400,8,savings,RSD,288856.93,2024-08-02,active
901,401,2,savings,RSD,835904.35,2025-06-25,active
902,402,6,savings,RSD,155044.98,2020-04-06,active
903,403,3,savings,RSD,68096.87,2025-03-27,active
904,404,10,checking,RSD,112894.63,2021-06-17,active
905,405,2,savings,RSD,798616.53,2022-06-12,active
906,406,1,checking,RSD,466512.76,2026-01-08,active
907,407,3,savings,RSD,1391999.09,2025-09-11,active
908,408,5,savings,RSD,405879.59,2026-01-05,active
909,409,5,foreign currency,RSD,213939.83,2024-09-24,active
910,410,10,checking,RSD,244341.54,2026-01-17,inactive
911,411,7,checking,RSD,433155.87,2024-07-22,active
912,412,1,checking,RSD,37235.48,2022-12-04,active
913,413,10,savings,RSD,720422.18,2023-07-31,inactive
914,414,9,foreign currency,RSD,75035.70,2024-08-01,active
915,415,4,foreign currency,RSD,37838.04,2023-08-01,active
916,416,3,savings,RSD,335105.68,2025-11-25,active
917,417,10,checking,RSD,352956.45,2022-02-24,active
918,418,7,checking,RSD,36173.02,2023-01-03,active
919,419,7,savings,RSD,694826.56,2022-07-26,inactive
920,420,6,foreign currency,RSD,162425.49,2021-12-29,active
921,421,9,foreign currency,RSD,39551.96,2025-11-22,inactive
922,422,5,foreign currency,RSD,356060.92,2025-03-10,active
923,423,8,foreign currency,RSD,3705.56,2022-01-21,active
924,424,9,foreign currency,RSD,5521.68,2021-06-15,closed
925,425,3,savings,RSD,930555.94,2024-09-14,active
926,426,2,foreign currency,RSD,383151.89,2024-06-18,active
927,427,2,foreign currency,RSD,130439.60,2026-02-27,active
928,428,4,checking,RSD,70882.52,2023-09-26,active
929,429,4,checking,RSD,433495.36,2022-07-10,active
930,430,8,checking,RSD,411943.99,2022-11-24,active
931,431,6,foreign currency,RSD,39440.25,2024-06-16,active
932,432,5,checking,RSD,112514.78,2022-06-07,active
933,433,1,foreign currency,RSD,372705.73,2023-06-24,active
934,434,5,foreign currency,RSD,266904.78,2023-05-11,active
935,435,1,checking,RSD,228768.84,2022-02-07,active
936,436,2,checking,RSD,468766.69,2023-06-16,active
937,437,4,checking,RSD,127273.12,2025-04-28,active
938,438,10,foreign currency,RSD,184945.34,2025-05-06,inactive
939,439,5,savings,RSD,172664.85,2025-12-25,active
940,440,3,foreign currency,RSD,300054.71,2026-04-06,active
941,441,9,foreign currency,RSD,327577.97,2021-04-25,active
942,442,7,checking,RSD,290370.65,2022-08-04,active
943,443,6,savings,RSD,107283.48,2021-09-01,active
944,444,8,savings,RSD,1495566.14,2026-02-11,active
945,445,1,checking,RSD,497880.15,2025-08-10,active
946,446,2,foreign currency,RSD,84737.79,2024-07-11,active
947,447,2,checking,RSD,126148.78,2023-05-04,active
948,448,3,foreign currency,RSD,130764.52,2021-01-09,active
949,449,10,savings,RSD,957174.58,2023-05-01,active
950,450,9,foreign currency,RSD,78368.95,2022-04-26,active
951,451,5,foreign currency,RSD,438843.05,2026-03-12,active
952,452,3,checking,RSD,318874.90,2023-12-15,active
953,453,3,foreign currency,RSD,24188.78,2021-09-09,active
954,454,5,checking,RSD,452869.93,2024-06-10,inactive
955,455,9,checking,RSD,186671.45,2025-01-15,active
956,456,2,checking,RSD,119389.33,2020-02-29,active
957,457,9,checking,RSD,160443.03,2024-12-07,active
958,458,4,savings,RSD,492703.89,2023-05-08,active
959,459,2,savings,RSD,1206406.15,2025-03-30,active
960,460,8,checking,RSD,39531.75,2026-06-11,active
961,461,4,savings,RSD,1478899.23,2021-01-08,active
962,462,7,checking,RSD,76835.58,2024-09-29,active
963,463,8,savings,RSD,1426239.18,2024-11-12,active
964,464,7,foreign currency,RSD,175203.52,2021-03-31,active
965,465,6,savings,RSD,723368.34,2024-04-07,active
966,466,4,savings,RSD,1229434.18,2024-05-07,active
967,467,10,checking,RSD,122213.96,2022-12-11,active
968,468,10,foreign currency,RSD,448210.86,2024-09-16,active
969,469,3,foreign currency,RSD,287388.52,2025-06-24,active
970,470,7,foreign currency,RSD,379282.61,2018-12-30,active
971,471,3,savings,RSD,1044651.89,2022-12-28,active
972,472,5,foreign currency,RSD,402762.15,2025-11-11,active
973,473,9,foreign currency,RSD,410356.12,2025-10-12,active
974,474,10,foreign currency,RSD,464068.34,2019-05-13,active
975,475,3,checking,RSD,292052.48,2018-09-03,active
976,476,5,savings,RSD,1133424.57,2024-11-15,active
977,477,2,foreign currency,RSD,471605.67,2020-01-20,active
978,478,7,foreign currency,RSD,323155.55,2026-07-11,active
979,479,1,savings,RSD,1394821.61,2024-10-04,active
980,480,7,checking,RSD,99519.62,2024-01-09,active
981,481,6,foreign currency,RSD,361362.84,2023-07-31,active
982,482,2,foreign currency,RSD,147214.14,2025-03-23,active
983,483,6,savings,RSD,961783.14,2022-09-27,active
